user_id,user_name,course_id,course_name,rating,timestamp
33,User_33,111,Course_11,4,2024-01-07
99,User_99,131,Course_31,1,2024-04-17
97,User_97,140,Course_40,4,2024-02-09
16,User_16,149,Course_49,4,2024-05-29
94,User_94,135,Course_35,4,2024-04-17
6,User_6,112,Course_12,4,2024-03-25
17,User_17,101,Course_1,4,2024-06-22
30,User_30,129,Course_29,2,2024-03-07
85,User_85,109,Course_9,1,2024-03-28
18,User_18,125,Course_25,5,2024-05-27
72,User_72,136,Course_36,5,2024-03-26
9,User_9,146,Course_46,3,2024-06-29
27,User_27,113,Course_13,3,2024-02-27
20,User_20,116,Course_16,3,2024-01-10
86,User_86,145,Course_45,5,2024-03-24
93,User_93,115,Course_15,1,2024-03-13
35,User_35,147,Course_47,1,2024-05-28
62,User_62,142,Course_42,4,2024-03-20
91,User_91,145,Course_45,2,2024-05-18
98,User_98,107,Course_7,1,2024-06-19
2,User_2,140,Course_40,4,2024-03-03
5,User_5,116,Course_16,4,2024-03-13
4,User_4,112,Course_12,3,2024-06-25
16,User_16,144,Course_44,2,2024-06-04
85,User_85,109,Course_9,5,2024-01-11
40,User_40,150,Course_50,2,2024-01-24
20,User_20,115,Course_15,3,2024-01-18
49,User_49,119,Course_19,5,2024-06-26
46,User_46,114,Course_14,1,2024-06-02
58,User_58,117,Course_17,2,2024-02-27
95,User_95,148,Course_48,1,2024-02-17
9,User_9,113,Course_13,1,2024-03-21
91,User_91,149,Course_49,5,2024-02-04
66,User_66,148,Course_48,5,2024-03-09
80,User_80,105,Course_5,1,2024-03-04
86,User_86,144,Course_44,4,2024-04-09
69,User_69,124,Course_24,3,2024-06-01
87,User_87,101,Course_1,1,2024-03-26
33,User_33,140,Course_40,4,2024-05-03
66,User_66,131,Course_31,1,2024-05-12
39,User_39,146,Course_46,1,2024-02-11
91,User_91,113,Course_13,5,2024-04-04
11,User_11,104,Course_4,2,2024-06-11
72,User_72,121,Course_21,4,2024-03-03
50,User_50,114,Course_14,5,2024-03-14
72,User_72,101,Course_1,5,2024-02-15
18,User_18,130,Course_30,3,2024-02-27
47,User_47,110,Course_10,3,2024-04-17
80,User_80,137,Course_37,1,2024-03-18
55,User_55,106,Course_6,2,2024-05-07
72,User_72,132,Course_32,4,2024-04-29
54,User_54,130,Course_30,3,2024-02-17
2,User_2,127,Course_27,2,2024-05-24
98,User_98,131,Course_31,5,2024-02-14
60,User_60,104,Course_4,4,2024-01-05
94,User_94,103,Course_3,3,2024-04-25
41,User_41,119,Course_19,5,2024-02-17
51,User_51,125,Course_25,5,2024-04-29
85,User_85,103,Course_3,2,2024-05-25
22,User_22,134,Course_34,3,2024-06-15
12,User_12,114,Course_14,2,2024-06-03
84,User_84,136,Course_36,3,2024-01-31
7,User_7,108,Course_8,2,2024-05-13
64,User_64,129,Course_29,4,2024-01-31
68,User_68,109,Course_9,3,2024-05-23
95,User_95,121,Course_21,1,2024-04-14
15,User_15,111,Course_11,1,2024-06-20
23,User_23,121,Course_21,5,2024-04-16
100,User_100,127,Course_27,2,2024-06-29
27,User_27,108,Course_8,4,2024-06-07
92,User_92,126,Course_26,5,2024-02-23
90,User_90,110,Course_10,1,2024-03-31
85,User_85,145,Course_45,1,2024-04-26
81,User_81,147,Course_47,4,2024-02-19
56,User_56,147,Course_47,3,2024-05-04
33,User_33,108,Course_8,5,2024-05-30
10,User_10,134,Course_34,3,2024-05-21
11,User_11,150,Course_50,3,2024-06-17
82,User_82,142,Course_42,1,2024-03-31
49,User_49,109,Course_9,3,2024-04-16
91,User_91,137,Course_37,3,2024-05-16
80,User_80,135,Course_35,1,2024-03-08
91,User_91,123,Course_23,1,2024-04-17
73,User_73,144,Course_44,2,2024-04-20
96,User_96,123,Course_23,4,2024-05-10
93,User_93,124,Course_24,3,2024-02-11
65,User_65,129,Course_29,3,2024-03-01
8,User_8,112,Course_12,5,2024-06-01
34,User_34,148,Course_48,4,2024-04-15
46,User_46,110,Course_10,4,2024-03-18
92,User_92,110,Course_10,5,2024-04-07
81,User_81,137,Course_37,1,2024-06-27
64,User_64,144,Course_44,1,2024-04-10
84,User_84,135,Course_35,2,2024-04-14
6,User_6,117,Course_17,1,2024-01-10
10,User_10,143,Course_43,1,2024-02-09
57,User_57,147,Course_47,5,2024-03-14
84,User_84,118,Course_18,3,2024-01-16
91,User_91,129,Course_29,2,2024-06-08
68,User_68,149,Course_49,1,2024-05-09
69,User_69,102,Course_2,3,2024-06-18
97,User_97,140,Course_40,4,2024-05-07
91,User_91,129,Course_29,1,2024-02-18
37,User_37,137,Course_37,1,2024-05-08
38,User_38,108,Course_8,5,2024-04-21
48,User_48,111,Course_11,2,2024-03-29
21,User_21,129,Course_29,3,2024-06-29
33,User_33,120,Course_20,1,2024-03-06
15,User_15,108,Course_8,3,2024-02-21
60,User_60,124,Course_24,2,2024-04-15
17,User_17,106,Course_6,4,2024-05-12
95,User_95,104,Course_4,4,2024-01-13
11,User_11,116,Course_16,3,2024-05-21
20,User_20,109,Course_9,4,2024-03-20
23,User_23,134,Course_34,4,2024-06-04
49,User_49,118,Course_18,4,2024-02-20
100,User_100,108,Course_8,1,2024-03-09
78,User_78,127,Course_27,5,2024-05-11
96,User_96,149,Course_49,5,2024-03-12
25,User_25,126,Course_26,1,2024-06-17
50,User_50,145,Course_45,2,2024-04-20
92,User_92,122,Course_22,2,2024-01-10
87,User_87,138,Course_38,5,2024-02-12
32,User_32,133,Course_33,3,2024-01-24
70,User_70,113,Course_13,4,2024-06-22
93,User_93,136,Course_36,4,2024-04-12
66,User_66,126,Course_26,1,2024-06-24
32,User_32,145,Course_45,3,2024-06-08
89,User_89,126,Course_26,2,2024-01-30
91,User_91,101,Course_1,4,2024-02-25
8,User_8,103,Course_3,1,2024-02-19
66,User_66,146,Course_46,5,2024-03-20
96,User_96,104,Course_4,1,2024-05-16
73,User_73,125,Course_25,3,2024-01-02
46,User_46,119,Course_19,1,2024-04-09
85,User_85,148,Course_48,3,2024-02-07
35,User_35,112,Course_12,5,2024-05-27
93,User_93,141,Course_41,3,2024-02-23
53,User_53,140,Course_40,2,2024-06-07
31,User_31,144,Course_44,5,2024-01-27
49,User_49,140,Course_40,1,2024-06-12
47,User_47,127,Course_27,4,2024-04-30
27,User_27,125,Course_25,1,2024-04-29
81,User_81,146,Course_46,1,2024-05-05
93,User_93,118,Course_18,5,2024-03-28
28,User_28,116,Course_16,4,2024-06-06
84,User_84,135,Course_35,1,2024-01-14
96,User_96,143,Course_43,5,2024-06-26
28,User_28,115,Course_15,2,2024-04-18
16,User_16,144,Course_44,5,2024-02-04
7,User_7,106,Course_6,1,2024-04-07
94,User_94,118,Course_18,2,2024-04-20
6,User_6,117,Course_17,2,2024-06-27
55,User_55,105,Course_5,1,2024-05-30
18,User_18,112,Course_12,1,2024-05-10
68,User_68,124,Course_24,3,2024-02-28
11,User_11,108,Course_8,3,2024-01-05
100,User_100,104,Course_4,1,2024-02-27
57,User_57,131,Course_31,2,2024-02-27
2,User_2,135,Course_35,4,2024-05-30
42,User_42,122,Course_22,3,2024-02-20
28,User_28,143,Course_43,4,2024-03-01
32,User_32,129,Course_29,4,2024-05-12
89,User_89,145,Course_45,4,2024-06-19
71,User_71,142,Course_42,1,2024-04-18
1,User_1,118,Course_18,1,2024-06-16
80,User_80,112,Course_12,1,2024-06-15
45,User_45,105,Course_5,4,2024-02-19
93,User_93,109,Course_9,5,2024-03-10
20,User_20,131,Course_31,2,2024-01-04
50,User_50,126,Course_26,3,2024-03-17
54,User_54,150,Course_50,4,2024-06-24
1,User_1,134,Course_34,1,2024-06-26
48,User_48,120,Course_20,3,2024-03-09
29,User_29,109,Course_9,1,2024-04-11
58,User_58,134,Course_34,5,2024-05-09
33,User_33,146,Course_46,5,2024-02-13
72,User_72,111,Course_11,3,2024-03-26
1,User_1,136,Course_36,5,2024-06-23
36,User_36,131,Course_31,5,2024-03-23
12,User_12,136,Course_36,3,2024-03-24
39,User_39,114,Course_14,1,2024-05-07
16,User_16,119,Course_19,5,2024-05-25
22,User_22,139,Course_39,1,2024-05-19
48,User_48,119,Course_19,2,2024-03-26
63,User_63,122,Course_22,4,2024-01-18
55,User_55,123,Course_23,2,2024-06-08
18,User_18,136,Course_36,4,2024-02-09
95,User_95,125,Course_25,4,2024-03-09
82,User_82,119,Course_19,5,2024-04-15
26,User_26,130,Course_30,3,2024-02-22
83,User_83,102,Course_2,2,2024-04-22
80,User_80,150,Course_50,4,2024-03-12
37,User_37,126,Course_26,3,2024-06-09
23,User_23,125,Course_25,1,2024-03-29
55,User_55,136,Course_36,2,2024-03-15
75,User_75,105,Course_5,1,2024-06-28
43,User_43,126,Course_26,1,2024-03-25
77,User_77,119,Course_19,4,2024-05-08
67,User_67,114,Course_14,1,2024-03-28
83,User_83,107,Course_7,1,2024-02-21
4,User_4,136,Course_36,4,2024-04-29
23,User_23,116,Course_16,2,2024-05-23
42,User_42,137,Course_37,5,2024-05-19
76,User_76,134,Course_34,2,2024-03-05
37,User_37,107,Course_7,2,2024-06-01
60,User_60,101,Course_1,1,2024-06-23
35,User_35,144,Course_44,5,2024-02-28
45,User_45,136,Course_36,4,2024-05-22
93,User_93,122,Course_22,5,2024-06-11
53,User_53,111,Course_11,1,2024-01-17
28,User_28,143,Course_43,5,2024-04-18
5,User_5,125,Course_25,4,2024-04-12
32,User_32,107,Course_7,1,2024-01-27
88,User_88,120,Course_20,4,2024-06-20
31,User_31,108,Course_8,1,2024-01-14
82,User_82,149,Course_49,5,2024-02-01
86,User_86,139,Course_39,1,2024-03-13
57,User_57,114,Course_14,1,2024-03-16
3,User_3,144,Course_44,2,2024-05-04
54,User_54,146,Course_46,4,2024-02-09
47,User_47,147,Course_47,5,2024-05-07
4,User_4,144,Course_44,3,2024-03-31
68,User_68,108,Course_8,2,2024-05-12
10,User_10,142,Course_42,2,2024-01-17
8,User_8,105,Course_5,2,2024-04-08
93,User_93,143,Course_43,5,2024-05-04
98,User_98,143,Course_43,5,2024-06-09
10,User_10,123,Course_23,5,2024-06-28
62,User_62,119,Course_19,2,2024-02-05
15,User_15,112,Course_12,5,2024-03-29
43,User_43,146,Course_46,1,2024-01-06
84,User_84,141,Course_41,1,2024-05-01
16,User_16,123,Course_23,1,2024-02-15
74,User_74,117,Course_17,1,2024-06-11
29,User_29,124,Course_24,4,2024-01-22
100,User_100,139,Course_39,3,2024-04-16
10,User_10,109,Course_9,3,2024-05-27
25,User_25,146,Course_46,4,2024-06-09
19,User_19,143,Course_43,1,2024-02-02
34,User_34,133,Course_33,4,2024-05-10
64,User_64,130,Course_30,4,2024-04-09
10,User_10,103,Course_3,1,2024-02-16
37,User_37,133,Course_33,1,2024-03-29
8,User_8,116,Course_16,5,2024-04-16
65,User_65,127,Course_27,1,2024-06-27
17,User_17,135,Course_35,4,2024-03-26
47,User_47,119,Course_19,2,2024-05-10
22,User_22,147,Course_47,4,2024-04-29
70,User_70,119,Course_19,2,2024-05-07
30,User_30,115,Course_15,2,2024-03-16
21,User_21,101,Course_1,1,2024-04-18
3,User_3,116,Course_16,3,2024-02-02
65,User_65,132,Course_32,5,2024-05-01
25,User_25,102,Course_2,2,2024-01-31
21,User_21,102,Course_2,4,2024-05-25
44,User_44,142,Course_42,3,2024-06-06
45,User_45,147,Course_47,4,2024-03-26
57,User_57,131,Course_31,1,2024-01-18
8,User_8,105,Course_5,2,2024-03-07
14,User_14,129,Course_29,5,2024-05-17
46,User_46,114,Course_14,5,2024-06-13
12,User_12,120,Course_20,3,2024-06-26
24,User_24,149,Course_49,4,2024-03-14
35,User_35,135,Course_35,1,2024-05-03
23,User_23,103,Course_3,1,2024-03-26
100,User_100,107,Course_7,4,2024-06-04
40,User_40,104,Course_4,3,2024-01-11
88,User_88,146,Course_46,5,2024-05-04
15,User_15,127,Course_27,3,2024-05-02
57,User_57,122,Course_22,5,2024-03-11
19,User_19,150,Course_50,1,2024-04-24
62,User_62,117,Course_17,4,2024-03-11
1,User_1,121,Course_21,5,2024-01-17
42,User_42,137,Course_37,2,2024-03-10
27,User_27,149,Course_49,1,2024-06-05
72,User_72,150,Course_50,2,2024-06-25
26,User_26,113,Course_13,5,2024-04-18
91,User_91,145,Course_45,2,2024-05-08
66,User_66,140,Course_40,2,2024-04-07
70,User_70,148,Course_48,3,2024-02-04
56,User_56,107,Course_7,1,2024-02-09
3,User_3,127,Course_27,1,2024-06-02
21,User_21,122,Course_22,5,2024-02-16
99,User_99,107,Course_7,4,2024-04-13
81,User_81,140,Course_40,2,2024-05-04
50,User_50,103,Course_3,3,2024-02-04
10,User_10,136,Course_36,2,2024-01-24
97,User_97,142,Course_42,1,2024-01-21
80,User_80,103,Course_3,4,2024-06-05
18,User_18,149,Course_49,3,2024-05-06
21,User_21,140,Course_40,4,2024-06-29
71,User_71,124,Course_24,2,2024-05-05
51,User_51,123,Course_23,1,2024-06-06
25,User_25,133,Course_33,5,2024-01-14
31,User_31,142,Course_42,1,2024-03-05
82,User_82,120,Course_20,4,2024-04-05
87,User_87,101,Course_1,1,2024-01-04
31,User_31,115,Course_15,1,2024-05-19
87,User_87,147,Course_47,2,2024-05-11
58,User_58,145,Course_45,2,2024-03-06
36,User_36,138,Course_38,3,2024-05-06
20,User_20,103,Course_3,2,2024-01-07
23,User_23,120,Course_20,4,2024-01-17
82,User_82,142,Course_42,2,2024-03-10
19,User_19,138,Course_38,4,2024-02-28
86,User_86,126,Course_26,5,2024-03-26
90,User_90,102,Course_2,4,2024-03-30
94,User_94,136,Course_36,1,2024-06-14
1,User_1,147,Course_47,4,2024-01-07
32,User_32,114,Course_14,4,2024-04-25
91,User_91,147,Course_47,3,2024-01-07
67,User_67,131,Course_31,5,2024-06-01
61,User_61,122,Course_22,3,2024-05-29
71,User_71,117,Course_17,5,2024-02-04
14,User_14,116,Course_16,4,2024-02-07
1,User_1,140,Course_40,5,2024-01-26
40,User_40,119,Course_19,1,2024-06-09
65,User_65,144,Course_44,3,2024-05-01
16,User_16,121,Course_21,4,2024-05-11
39,User_39,127,Course_27,4,2024-04-03
90,User_90,129,Course_29,2,2024-05-10
67,User_67,101,Course_1,5,2024-03-19
30,User_30,139,Course_39,5,2024-04-29
51,User_51,122,Course_22,5,2024-04-19
38,User_38,133,Course_33,3,2024-04-16
12,User_12,124,Course_24,1,2024-04-11
16,User_16,136,Course_36,1,2024-06-09
92,User_92,111,Course_11,3,2024-06-04
78,User_78,118,Course_18,2,2024-01-07
44,User_44,106,Course_6,4,2024-04-15
87,User_87,117,Course_17,3,2024-05-09
64,User_64,145,Course_45,5,2024-02-09
38,User_38,130,Course_30,4,2024-02-26
20,User_20,122,Course_22,2,2024-02-22
6,User_6,144,Course_44,2,2024-05-29
98,User_98,129,Course_29,5,2024-02-06
37,User_37,130,Course_30,4,2024-03-02
42,User_42,126,Course_26,5,2024-05-05
71,User_71,108,Course_8,5,2024-04-22
79,User_79,103,Course_3,4,2024-03-03
51,User_51,139,Course_39,4,2024-04-17
60,User_60,104,Course_4,1,2024-05-02
28,User_28,110,Course_10,5,2024-01-20
42,User_42,116,Course_16,5,2024-06-15
95,User_95,111,Course_11,4,2024-04-07
2,User_2,104,Course_4,5,2024-03-10
21,User_21,138,Course_38,4,2024-04-26
39,User_39,130,Course_30,5,2024-01-22
18,User_18,140,Course_40,4,2024-05-22
79,User_79,144,Course_44,5,2024-01-07
63,User_63,119,Course_19,3,2024-06-09
48,User_48,149,Course_49,1,2024-05-27
43,User_43,120,Course_20,3,2024-05-05
84,User_84,132,Course_32,2,2024-06-26
42,User_42,141,Course_41,1,2024-06-28
97,User_97,147,Course_47,1,2024-03-06
44,User_44,114,Course_14,3,2024-06-26
25,User_25,147,Course_47,5,2024-06-09
87,User_87,115,Course_15,2,2024-05-22
45,User_45,142,Course_42,5,2024-03-03
1,User_1,119,Course_19,4,2024-04-04
52,User_52,108,Course_8,5,2024-03-22
20,User_20,138,Course_38,4,2024-04-10
68,User_68,101,Course_1,2,2024-05-27
89,User_89,105,Course_5,2,2024-06-02
13,User_13,130,Course_30,2,2024-04-05
72,User_72,117,Course_17,1,2024-04-20
98,User_98,114,Course_14,4,2024-05-07
71,User_71,119,Course_19,2,2024-02-28
72,User_72,106,Course_6,1,2024-05-21
34,User_34,134,Course_34,1,2024-03-28
42,User_42,146,Course_46,4,2024-04-28
85,User_85,136,Course_36,3,2024-05-08
36,User_36,145,Course_45,2,2024-06-08
92,User_92,135,Course_35,5,2024-06-15
62,User_62,123,Course_23,2,2024-05-05
67,User_67,140,Course_40,5,2024-04-08
93,User_93,146,Course_46,5,2024-01-08
7,User_7,140,Course_40,3,2024-01-13
100,User_100,139,Course_39,2,2024-05-06
42,User_42,119,Course_19,4,2024-04-09
80,User_80,136,Course_36,3,2024-05-20
33,User_33,143,Course_43,4,2024-01-16
38,User_38,139,Course_39,4,2024-03-13
91,User_91,112,Course_12,3,2024-02-15
19,User_19,106,Course_6,3,2024-06-21
73,User_73,124,Course_24,1,2024-06-11
74,User_74,141,Course_41,3,2024-06-27
45,User_45,141,Course_41,4,2024-05-21
65,User_65,149,Course_49,1,2024-02-24
13,User_13,135,Course_35,2,2024-05-13
80,User_80,113,Course_13,2,2024-01-21
12,User_12,123,Course_23,5,2024-06-22
66,User_66,136,Course_36,3,2024-05-20
65,User_65,146,Course_46,2,2024-04-13
97,User_97,103,Course_3,5,2024-03-09
6,User_6,111,Course_11,1,2024-02-04
86,User_86,131,Course_31,5,2024-06-08
81,User_81,127,Course_27,2,2024-03-25
42,User_42,105,Course_5,3,2024-04-28
8,User_8,142,Course_42,1,2024-01-18
25,User_25,125,Course_25,1,2024-06-09
2,User_2,128,Course_28,4,2024-01-21
43,User_43,111,Course_11,1,2024-06-27
10,User_10,136,Course_36,3,2024-02-13
22,User_22,108,Course_8,4,2024-06-02
43,User_43,111,Course_11,2,2024-02-18
41,User_41,119,Course_19,1,2024-03-07
55,User_55,129,Course_29,3,2024-04-20
55,User_55,143,Course_43,4,2024-04-30
39,User_39,119,Course_19,4,2024-03-12
55,User_55,140,Course_40,4,2024-01-10
50,User_50,121,Course_21,5,2024-06-06
69,User_69,111,Course_11,2,2024-06-11
14,User_14,145,Course_45,4,2024-02-29
30,User_30,141,Course_41,1,2024-05-18
98,User_98,101,Course_1,1,2024-04-12
78,User_78,111,Course_11,1,2024-06-29
97,User_97,107,Course_7,4,2024-03-10
82,User_82,136,Course_36,2,2024-03-27
61,User_61,119,Course_19,1,2024-01-21
32,User_32,119,Course_19,3,2024-02-29
70,User_70,133,Course_33,5,2024-06-13
49,User_49,106,Course_6,5,2024-05-24
82,User_82,136,Course_36,5,2024-06-05
69,User_69,116,Course_16,5,2024-03-18
46,User_46,145,Course_45,1,2024-05-09
18,User_18,118,Course_18,3,2024-04-13
92,User_92,136,Course_36,1,2024-04-03
94,User_94,143,Course_43,4,2024-05-05
50,User_50,145,Course_45,1,2024-04-08
69,User_69,108,Course_8,5,2024-02-25
88,User_88,142,Course_42,3,2024-05-07
58,User_58,147,Course_47,5,2024-05-20
76,User_76,112,Course_12,2,2024-01-25
10,User_10,104,Course_4,1,2024-03-23
12,User_12,128,Course_28,5,2024-06-08
83,User_83,142,Course_42,3,2024-01-09
59,User_59,138,Course_38,1,2024-03-12
59,User_59,116,Course_16,1,2024-01-23
12,User_12,106,Course_6,3,2024-04-04
18,User_18,150,Course_50,5,2024-05-12
24,User_24,107,Course_7,1,2024-03-02
71,User_71,103,Course_3,5,2024-02-29
38,User_38,133,Course_33,3,2024-04-25
73,User_73,120,Course_20,5,2024-04-01
47,User_47,107,Course_7,5,2024-03-26
44,User_44,124,Course_24,5,2024-04-04
61,User_61,147,Course_47,1,2024-02-09
96,User_96,134,Course_34,5,2024-01-23
11,User_11,136,Course_36,1,2024-05-17
33,User_33,149,Course_49,5,2024-03-04
15,User_15,101,Course_1,4,2024-05-06
71,User_71,140,Course_40,1,2024-04-25
74,User_74,106,Course_6,1,2024-01-07
94,User_94,129,Course_29,4,2024-05-11
33,User_33,121,Course_21,5,2024-04-05
94,User_94,134,Course_34,2,2024-04-23
83,User_83,148,Course_48,5,2024-02-14
22,User_22,148,Course_48,1,2024-05-04
43,User_43,104,Course_4,3,2024-06-17
8,User_8,105,Course_5,5,2024-03-29
31,User_31,121,Course_21,1,2024-06-24
20,User_20,126,Course_26,3,2024-01-09
25,User_25,111,Course_11,2,2024-01-27
23,User_23,135,Course_35,4,2024-05-24
64,User_64,109,Course_9,4,2024-03-24
53,User_53,103,Course_3,5,2024-05-25
10,User_10,113,Course_13,4,2024-01-15
26,User_26,141,Course_41,3,2024-02-08
1,User_1,150,Course_50,1,2024-05-21
63,User_63,130,Course_30,4,2024-02-13
44,User_44,120,Course_20,5,2024-03-21
4,User_4,133,Course_33,5,2024-04-14
54,User_54,113,Course_13,2,2024-06-16
34,User_34,105,Course_5,4,2024-01-25
15,User_15,123,Course_23,2,2024-01-04
69,User_69,117,Course_17,3,2024-04-02
61,User_61,146,Course_46,2,2024-04-11
28,User_28,104,Course_4,4,2024-02-15
33,User_33,147,Course_47,1,2024-03-18
8,User_8,110,Course_10,4,2024-04-02
3,User_3,148,Course_48,2,2024-06-05
31,User_31,126,Course_26,4,2024-01-12
70,User_70,130,Course_30,4,2024-01-29
1,User_1,122,Course_22,2,2024-01-08
43,User_43,109,Course_9,2,2024-04-12
94,User_94,108,Course_8,2,2024-03-22
14,User_14,105,Course_5,5,2024-05-23
89,User_89,126,Course_26,5,2024-01-05
35,User_35,106,Course_6,2,2024-02-27
49,User_49,145,Course_45,2,2024-02-14
18,User_18,123,Course_23,5,2024-03-08
44,User_44,136,Course_36,5,2024-05-06
42,User_42,102,Course_2,3,2024-04-23
81,User_81,128,Course_28,5,2024-06-17
27,User_27,144,Course_44,3,2024-01-14
47,User_47,143,Course_43,2,2024-02-04
49,User_49,145,Course_45,4,2024-05-23
75,User_75,121,Course_21,3,2024-02-11
54,User_54,118,Course_18,3,2024-02-21
22,User_22,145,Course_45,2,2024-04-24
73,User_73,114,Course_14,5,2024-06-26
99,User_99,117,Course_17,5,2024-06-27
27,User_27,140,Course_40,1,2024-05-04
15,User_15,113,Course_13,5,2024-03-21
74,User_74,124,Course_24,5,2024-04-26
41,User_41,114,Course_14,4,2024-03-06
100,User_100,123,Course_23,1,2024-01-21
3,User_3,124,Course_24,1,2024-05-11
28,User_28,128,Course_28,1,2024-05-11
7,User_7,115,Course_15,2,2024-05-31
72,User_72,141,Course_41,4,2024-02-13
5,User_5,108,Course_8,5,2024-02-01
51,User_51,142,Course_42,2,2024-04-10
7,User_7,122,Course_22,4,2024-04-08
58,User_58,108,Course_8,1,2024-03-20
77,User_77,130,Course_30,1,2024-01-14
80,User_80,131,Course_31,4,2024-01-16
66,User_66,150,Course_50,1,2024-01-09
83,User_83,140,Course_40,2,2024-03-29
63,User_63,119,Course_19,5,2024-01-06
45,User_45,108,Course_8,3,2024-02-04
36,User_36,144,Course_44,4,2024-04-12
41,User_41,129,Course_29,2,2024-03-14
35,User_35,144,Course_44,3,2024-06-14
67,User_67,148,Course_48,2,2024-06-18
22,User_22,129,Course_29,3,2024-02-01
59,User_59,122,Course_22,5,2024-02-23
46,User_46,134,Course_34,1,2024-03-26
33,User_33,130,Course_30,3,2024-05-03
27,User_27,129,Course_29,4,2024-05-13
48,User_48,150,Course_50,3,2024-03-22
14,User_14,113,Course_13,1,2024-04-01
23,User_23,137,Course_37,3,2024-05-24
15,User_15,136,Course_36,5,2024-05-06
20,User_20,116,Course_16,3,2024-04-12
66,User_66,109,Course_9,4,2024-05-15
59,User_59,105,Course_5,1,2024-02-18
62,User_62,101,Course_1,3,2024-04-16
64,User_64,125,Course_25,3,2024-05-11
37,User_37,104,Course_4,1,2024-01-11
54,User_54,150,Course_50,4,2024-01-01
9,User_9,141,Course_41,5,2024-03-26
22,User_22,118,Course_18,4,2024-01-28
88,User_88,145,Course_45,4,2024-02-10
9,User_9,135,Course_35,3,2024-03-31
23,User_23,111,Course_11,2,2024-06-22
20,User_20,138,Course_38,5,2024-02-23
13,User_13,137,Course_37,2,2024-06-06
93,User_93,119,Course_19,1,2024-04-14
84,User_84,149,Course_49,2,2024-04-03
55,User_55,149,Course_49,1,2024-01-25
23,User_23,120,Course_20,1,2024-05-31
78,User_78,147,Course_47,4,2024-05-05
66,User_66,142,Course_42,1,2024-02-16
66,User_66,145,Course_45,5,2024-06-24
33,User_33,136,Course_36,2,2024-05-30
88,User_88,104,Course_4,5,2024-04-23
84,User_84,142,Course_42,2,2024-02-01
94,User_94,101,Course_1,5,2024-05-29
77,User_77,117,Course_17,1,2024-02-18
53,User_53,143,Course_43,2,2024-04-26
78,User_78,110,Course_10,2,2024-03-26
13,User_13,115,Course_15,5,2024-06-05
76,User_76,132,Course_32,1,2024-06-17
3,User_3,125,Course_25,4,2024-05-30
81,User_81,102,Course_2,5,2024-01-22
32,User_32,126,Course_26,2,2024-02-07
3,User_3,135,Course_35,3,2024-06-17
52,User_52,132,Course_32,5,2024-04-05
22,User_22,136,Course_36,5,2024-05-25
29,User_29,105,Course_5,4,2024-06-07
53,User_53,115,Course_15,1,2024-06-29
92,User_92,129,Course_29,2,2024-04-12
48,User_48,120,Course_20,1,2024-01-25
